epoch,train_loss,val_loss
1,0.036039234063918554,0.00908399042134988
2,0.010433613144088283,0.006674983137345407
3,0.009020959617116065,0.0060528114973567426
4,0.008215123915203636,0.0059684708749409765
5,0.007771262570240912,0.0062334495282266285
6,0.0070602685007797455,0.005725754851737292
7,0.006870174641123435,0.005956539204489673
8,0.006013029176528201,0.005032482885726494
9,0.005571134153529868,0.005003241061640438
10,0.005178901168274089,0.004981351328315214
11,0.005150902132573788,0.005080207751598209
12,0.004852168527381715,0.004843095784308389
13,0.0045090557616804874,0.004968133852962638
14,0.004492125966282408,0.004975315040865098
15,0.00433074832621855,0.004967515307216672
16,0.004104768154695363,0.004781197261763737
17,0.004046995588327928,0.0054161072970600795
18,0.003960138046821933,0.004781613941740943
19,0.003944871299791627,0.005377476477442542
20,0.003955199912075274,0.005008362085209228
21,0.0037404661368091313,0.004845628509065137
22,0.0037475463579155132,0.004831357243820094
23,0.003700800186422016,0.004693229552794946
24,0.0037173779097579313,0.0047590285546903035
25,0.00371218257413436,0.004713476581237046
26,0.003603224705476614,0.0047058943375304805
27,0.003562355826597988,0.004732122352725128
28,0.0035749097837896276,0.004950833241382497
29,0.003531316333341055,0.004858794981919346
30,0.0035550523573102087,0.004785222709469963
31,0.003405466351756579,0.004692298173977178
32,0.0035636237376840203,0.00474105934446925
33,0.003481110333428321,0.004675619214831386
34,0.0035816170193845786,0.004719361790921539
35,0.0035723972970479597,0.004751657369160967
36,0.0035199012819512356,0.004705683471693192
37,0.003515807467998476,0.004639820311967924
38,0.003515734646250711,0.004646308536321158
39,0.0034976747364939046,0.004654861998715205
40,0.003418858263618229,0.004608648226039804
41,0.003459834334512298,0.004640772300044773
42,0.003449846670994582,0.0046926483832066875
43,0.0034496733807377836,0.004636088688239397
44,0.003490906394851197,0.004580278916437237
45,0.003478131038562385,0.004608867703791475
46,0.003347448027637657,0.00467408717770013
47,0.0035142663068899144,0.004642821891757194
48,0.0034180379188519412,0.004701654688396957
49,0.0035099565954027716,0.004723652651591692
50,0.0034159550278057014,0.004615001040365314
51,0.003365081856586373,0.004623190630718454
52,0.0033737201609575326,0.004617490036525851
53,0.0034187677942047823,0.004624078071501571
54,0.003376695718432653,0.004631274120110902
55,0.0034133375271417094,0.004651694316034991
56,0.0033879251745913353,0.004700936782028293
57,0.0033592061142981265,0.00461025361004431
58,0.0033206273866299954,0.004604777071508579
59,0.0033002325047206426,0.00461230356770102
